feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target,category_A,category_B
1.3337154616351297,-2.972799919127352,2.077139156780513,1.8903099687932676,1.6311357447045858,-0.12822070015349607,3.1160157137108957,-1.3135277983539944,-1.334536014461161,0.039569724133648135,2.2448766301003724,5.690402218384457,-0.5150554810704184,-4.675821327320489,0.8510492285618181,1,Group3,TypeX
0.8010905764803163,1.7695552091868567,1.6768115349545574,-1.7987745112336373,0.5155244249922499,-0.02096115050719427,0.8404156173460096,-0.01833806663370996,-0.7441216137121756,-0.11741030034486948,5.873472934570078,4.816932206360764,-0.9488086345507366,-4.182251265671564,2.7132939356989674,0,Group1,TypeX
-5.089458725882755,1.2190980503465352,0.4755903186702518,-1.413128133712583,-1.4696141011830282,4.808529468617101,1.7186161597054426,0.6455980789595456,-0.06488742428469396,0.7039646767942336,2.14380194299921,-0.3721803160843802,-0.45697549976406693,-1.8541075469098973,2.185900475997381,0,Group3,TypeX
-3.6746336783973415,0.5300057031633092,-1.1325767498388268,1.9687674778732132,-0.49017806299313793,-0.6347723584633869,-2.621965523817737,-1.7101751013917943,1.4581877814860933,1.0371714725320045,4.294246513847321,5.911043458106853,-2.3138701897749705,3.3989933132615104,2.3127063004288066,0,Group3,TypeX
-6.795904138990844,-1.4600278817128336,-1.4922123035464734,4.330696142987297,-2.087944884563509,2.383519085797075,2.1773855054796165,-0.2717300398697084,1.5128322573126787,-1.869731661954991,-1.5162173501350802,1.2695833913045402,-0.6850326957611554,6.726386750423154,-2.1388163479930213,0,Group1,TypeY
3.8648946332698997,1.4918252209510035,0.5063590541917606,-1.8907096259151592,0.04133506595167069,2.708155493223739,-4.560849571127507,-1.1037585626023165,0.08942390369557973,0.2595956466989539,-0.8960278724009465,-7.951881382304516,2.084209462186646,-0.33845735910741903,-2.4352984750932514,0,Group1,TypeX
-7.547708055282092,4.73487270658101,1.6042648935677395,2.4097417340771012,-3.9962381037285724,2.85336894669779,-4.2255260767753855,-0.4150913367253287,0.36195013395027753,0.7051486589381767,-1.8515348161017098,-5.703213278967073,-6.8207465204697355,1.0585468258640636,-0.6987711880050151,1,Group3,TypeY
0.7592734049272735,-5.02544501185529,-0.5254631097038127,4.795324786032177,1.6512422838970955,1.183823482866988,-1.4371897725321965,1.0945624546137955,2.0738527135180376,1.2364895121841768,5.626605803041821,6.9889060349128105,0.6423121905334992,3.801692176629003,-1.8516787900801241,1,Group2,TypeY
-5.9528154630807,5.627290438478282,0.45383103111320033,1.6775967584262628,-0.5676400442920739,5.149554652003081,-4.595459997410817,2.5460545359427917,-4.651678367437247,1.7123046874375993,-2.711386232257261,-5.574747890468844,-3.3797864607634387,-4.354878125932455,0.6066094367321369,1,Group3,TypeX
-2.1768408878501497,-1.6437123073058966,-1.207915977581055,-0.9785453696649747,-6.549261501122837,-1.1495251816303749,1.6661501433075023,1.7293008660447564,1.2131791486785832,-1.4910799236114736,2.495893270099506,6.93979602226348,-1.4822861199183244,5.6209221501971625,3.180478701174022,0,Group3,TypeY
0.27000232457960593,-2.8046160086067045,0.669329866171801,2.4162261990179923,1.5024084776376387,-1.1542243529246907,1.9924829602887442,0.37086779247102475,0.6652222452224132,-0.9913343922342502,0.4190247790386802,3.7237245867509245,0.03454755639839402,-0.16777882177868203,-0.22821957563946105,1,Group3,TypeY
5.318555558952133,-6.3841751924875245,-0.33198528601305344,3.553504267540186,0.8218396523390844,-4.129854511886375,3.599419082270123,-0.8037236608946853,-1.3298202133050923,-0.4697297964895977,2.575096147313497,9.624164056403018,-0.5344035637836995,0.2933082088870193,-2.673181970847935,1,Group3,TypeY
